message,messagetype
"DEAR CUSTOMER,TXN OF INR 24.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 25-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 223.02.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 25.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 08-MAY-18.INFO: IPS*FUSION KITC.AVBL BAL:INR 6,808.10.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 255.33 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: VPS*MEHROFI TRA.AVBL BAL:INR 1,633.16.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 27.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 01-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 376.79.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 27.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 986.36.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 274.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 20-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 712.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 28.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-MAY-18.INFO: VPS*FUSION KITC.AVBL BAL:INR 899.69.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 280.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 29-MAY-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 439.59.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 280.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 18-AUG-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 16.24.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 286.28 DONE VIA DEBIT CARD OF ACCT XX4104 ON 03-MAY-18.INFO: IIN*I-DEBIT*BIG.AVBL BAL:INR 7,551.15.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 29.10 DONE VIA DEBIT CARD OF ACCT XX4104 ON 07-MAY-18.INFO: VPS*LOGIN. .AVBL BAL:INR 6,948.50.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 290.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 27-JUL-18.INFO: VPS*LAKSHYA BUI.AVBL BAL:INR 290.53.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 3,400.00 DONE VIA DEBIT CARD OF ACCT XX5628 ON 26-JUL-18.INFO: IIN*IRCTC .AVBL BAL:INR 6,630.82.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 3,700.00 DONE VIA DEBIT CARD OF ACCT XX7344 ON 21-MAY-18.INFO: VPS*DMART .AVBL BAL:INR 28,976.89.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 30.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 05-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 690.27.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 30.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 08-MAY-18.INFO: VPS*FUNNY SIDEU.AVBL BAL:INR 6,833.10.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 30.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 14-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 3.12.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 30.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 15-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 66.75.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 300.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 14-MAY-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 3,839.60.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 300.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 18-MAY-18.INFO: IPS*SAMARTH SER.AVBL BAL:INR 734.34.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 300.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 28-JUN-18.INFO: VPS*MALHAR CAKE.AVBL BAL:INR 48.27.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 300.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-APR-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 8,271.77.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 300.00 DONE VIA DEBIT CARD OF ACCT XX9852 ON 22-MAY-18.INFO: VPS*SHREEDHAR .AVBL BAL:INR 2,652.85.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 306.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 23-MAY-18.INFO: IIN*PAYTM .AVBL BAL:INR 40.59.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 32.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 07-MAY-18.INFO: VPS*SALONI LADI.AVBL BAL:INR 6,916.50.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 32.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 25-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 247.02.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 32.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 28-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 548.27.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 33.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 164.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 332.24 DONE VIA DEBIT CARD OF ACCT XX4104 ON 28-JUN-18.INFO: VPS*SUKHWANI PE.AVBL BAL:INR 266.03.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 338.32 DONE VIA DEBIT CARD OF ACCT XX4104 ON 13-AUG-18.INFO: VPS*ATO*MAULI P.AVBL BAL:INR 2,184.46.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 34.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 07-JUN-18.INFO: VIN*PAYTM .AVBL BAL:INR 15.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 34.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 07-JUN-18.INFO: VIN*PAYTM .AVBL BAL:INR 67.39.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 34.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 22-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 546.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 347.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: VPS*95 PASTA N .AVBL BAL:INR 1,286.16.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 35.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,869.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 350.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: VPS*MAULI PETRO.AVBL BAL:INR 1,200.26.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 350.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 15-JUN-18.INFO: VPS*SUKHWANI PE.AVBL BAL:INR 216.75.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 36.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 06-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 7.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 38.80 DONE VIA DEBIT CARD OF ACCT XX4104 ON 03-MAY-18.INFO: IPS*VILAS ENTER.AVBL BAL:INR 7,512.35.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 399.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 13-AUG-18.INFO: IIN*I-DEBIT*BHA.AVBL BAL:INR 3,847.78.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 4,420.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 29-JUN-18.INFO: VPS*SMART DATA .AVBL BAL:INR 2,254.52.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 40.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-AUG-18.INFO: VPS*ICS FOODS P.AVBL BAL:INR 446.10.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 400.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-JUN-18.INFO: VPS*MAULI PETRO.AVBL BAL:INR 907.79.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 400.00 DONE VIA DEBIT CARD OF ACCT XX9852 ON 02-JUN-18.INFO: VPS*SHREEDHAR .AVBL BAL:INR 68.90.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 410.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: VPS*MSW*FUNFILL.AVBL BAL:INR 131.21.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 411.75 DONE VIA DEBIT CARD OF ACCT XX4104 ON 04-MAY-18.INFO: IPS*IOCL RAJLAX.AVBL BAL:INR 7,069.60.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 414.20 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-JUL-18.INFO: VPS*ATO*MAULI P.AVBL BAL:INR 7,127.50.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 417.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-JUL-18.INFO: VPS*BHAGYARAJ .AVBL BAL:INR 357.45.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 449.20 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-APR-18.INFO: IIN*I-DEBIT*BIG.AVBL BAL:INR 8,571.77.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 45.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-MAY-18.INFO: VPS*FUSION KITC.AVBL BAL:INR 927.69.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 450.00 DONE VIA DEBIT CARD OF ACCT XX5063 ON 02-JUL-18.INFO: VPS*TRAVEL FOOD.AVBL BAL:INR 51,702.41.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 459.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 7,540.45.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 46.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 31-MAY-18.INFO: VPS*MIRAJ BISWA.AVBL BAL:INR 653.69.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 48.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 26-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 95.02.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 490.00 DONE VIA DEBIT CARD OF ACCT XX5465 ON 09-AUG-18.INFO: VIN*RELIANCEJIO.AVBL BAL:INR 470.78.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 494.10 DONE VIA DEBIT CARD OF ACCT XX4104 ON 08-MAY-18.INFO: IPS*IOCL RAJLAX.AVBL BAL:INR 6,294.60.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 497.58 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-JUN-18.INFO: VPS*SUKHWANI PE.AVBL BAL:INR 864.45.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX2912 ON 27-AUG-18.INFO: VIN*DREAM11 .AVBL BAL:INR 164.35.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 03-AUG-18.INFO: VPS*FAIZA HOSPI.AVBL BAL:INR 396.10.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 04-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 982.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 05-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 932.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 05-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 51.79.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 06-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 640.27.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 50.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 26-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 45.02.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 500.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 23-MAY-18.INFO: VPS*SUKHWANI PE.AVBL BAL:INR 546.59.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 500.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 14-AUG-18.INFO: VPS*VASUNDHRA S.AVBL BAL:INR 6,116.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 500.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 16-JUL-18.INFO: IPS*R D MOTORS .AVBL BAL:INR 83.41.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 500.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 17-AUG-18.INFO: IPS*SERVI CIRCL.AVBL BAL:INR 1,342.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 53.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 04-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 137.79.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 532.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 03-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 6,395.50.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 56.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 70.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 58.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 299.45.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 58.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 21-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 654.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 6,000.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 21-JUN-18.INFO: VIN*ICICI PRUDE.AVBL BAL:INR 654.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 6.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 14-MAY-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 5,302.60.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 6.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 21-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 648.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 60.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-MAY-18.INFO: IPS*GEETHA HOSP.AVBL BAL:INR 8,190.43.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 60.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 15-JUN-18.INFO: VPS*PS TOLL ROA.AVBL BAL:INR 156.75.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 600.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 06-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 43.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 663.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 14-MAY-18.INFO: VPS*BHAGYARAJ .AVBL BAL:INR 4,139.60.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 68.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 22-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 580.04.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 69.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 01-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 307.79.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 7.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 11-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,888.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 7.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-JUL-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,904.40.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 700.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 14-AUG-18.INFO: IPS*ROYALCANIN .AVBL BAL:INR 5,416.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 730.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 20-JUN-18.INFO: VPS*IDEA CELLUL.AVBL BAL:INR 291.77.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 79.43 DONE VIA DEBIT CARD OF ACCT XX4104 ON 02-AUG-18.INFO: VPS*TFS DELHI .AVBL BAL:INR 671.10.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 8.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 14-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 197.75.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 800.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 16-AUG-18.INFO: VPS*AUTO YARD .AVBL BAL:INR 3,616.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 9,997.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 14-AUG-18.INFO: VPS*SAGAR,. .AVBL BAL:INR 6,616.49.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 90.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-JUN-18.INFO: VPS*PS TOLL ROA.AVBL BAL:INR 774.45.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 900.00 DONE VIA DEBIT CARD OF ACCT XX7164 ON 29-JUN-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,254.52.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR F , TRANSFER OF RS.1000 TO MR KAMAR ALI HAS BEEN SUCCESSFUL WITH REF NO:LDUDBMC",Debit
"DEAR F , TRANSFER OF RS.1999 TO MR JUBER HAS BEEN SUCCESSFUL WITH REF NO:LDUDBH9",Debit
"DEAR F , TRANSFER OF RS.2000 TO MR IMAM ALI HAS BEEN SUCCESSFUL WITH REF NO:LDUDBDK",Debit
"DEAR F , TRANSFER OF RS.500 TO MR KAMAR ALI HAS BEEN SUCCESSFUL WITH REF NO:LDT5TAA",Debit
"DEAR F , TRANSFER OF RS.5000 TO MR JUBER HAS BEEN SUCCESSFUL WITH REF NO:LDUDBH3",Debit
"DEAR F , TRANSFER OF RS.999 TO KAMAR ALI HAS BEEN SUCCESSFUL WITH REF NO:LDWQWLA",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 10.0 ON DATE 2018-06-07 07:15:47 AM BY UPI REF NO 815807690877.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 10.0 ON DATE 2018-06-10 04:15:40 PM BY UPI REF NO 816116542114.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 10.0 ON DATE 2018-08-07 05:28:50 PM BY UPI REF NO 821934130737.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 102.0 ON DATE 2018-06-30 06:42:13 PM BY UPI REF NO 818172649526.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 174.0 ON DATE 2018-06-04 10:12:03 PM BY UPI REF NO 815544439649.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 179.0 ON DATE 2018-05-29 03:40:42 PM BY UPI REF NO 814960108417.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 198.0 ON DATE 2018-06-06 02:31:23 PM BY UPI REF NO 815742178825.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 199.0 ON DATE 2018-07-07 12:14:24 PM BY UPI REF NO 818848469748.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 200.0 ON DATE 2018-05-31 12:02:19 PM BY UPI REF NO 815124388190.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 200.0 ON DATE 2018-06-05 07:00:34 AM BY UPI REF NO 815607324472.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 217.0 ON DATE 2018-08-04 04:24:29 PM BY UPI REF NO 821616025061.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 223.0 ON DATE 2018-05-30 04:26:53 PM BY UPI REF NO 815032435991.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 259.0 ON DATE 2018-06-07 03:46:15 PM BY UPI REF NO 815845332392.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 323.0 ON DATE 2018-06-05 02:18:19 PM BY UPI REF NO 815642401830.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 4391.0 ON DATE 2018-07-28 12:02:18 PM BY UPI REF NO 820936971166.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 477.2 ON DATE 2018-06-02 10:52:15 AM BY UPI REF NO 815320538921.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 49.0 ON DATE 2018-06-09 09:01:03 AM BY UPI REF NO 816018001865.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 49.0 ON DATE 2018-08-10 06:40:03 PM BY UPI REF NO 822254500619.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 500.0 ON DATE 2018-05-31 03:02:06 PM BY UPI REF NO 815145956409.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 5000.0 ON DATE 2018-06-02 09:46:01 AM BY UPI REF NO 815336338919.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 5000.0 ON DATE 2018-06-04 02:25:33 PM BY UPI REF NO 815514152346.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 5000.0 ON DATE 2018-07-03 07:38:51 PM BY UPI REF NO 818419568485.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 5000.0 ON DATE 2018-07-30 04:53:58 PM BY UPI REF NO 821164290228.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 5446.0 ON DATE 2018-08-03 12:23:18 PM BY UPI REF NO 821512673195.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
